index,model,tipus,snormatiu,sno_normatiu,pnormatiu,pno_normatiu
12,catallama/CataLlama-v0.1-Base,a_od,L’entrenador felicitarà els jugadors després del partit.,L’entrenador felicitarà als jugadors després del partit.,2.7459490299224854,2.8569839000701904
13,catallama/CataLlama-v0.1-Base,a_od,L’empresa vol formar els seus treballadors.,L’empresa vol formar als seus treballadors.,4.244856357574463,4.406185150146484
14,catallama/CataLlama-v0.1-Base,a_od,Estic esperant el professor per resoldre un dubte.,Estic esperant al professor per resoldre un dubte.,2.979526996612549,3.03719162940979
15,catallama/CataLlama-v0.1-Base,a_od,Han acomiadat el empleats més antics de l’empresa.,Han acomiadat al empleats més antics de l’empresa.,4.165774345397949,3.966904401779175
16,catallama/CataLlama-v0.1-Base,a_od,Sempre ajuda els seus companys quan ho necessiten.,Sempre ajuda als seus companys quan ho necessiten.,3.164615631103516,3.192533731460572
17,catallama/CataLlama-v0.1-Base,a_od,El professor ha avisat els alumnes sobre el canvi d’horari.,El professor ha avisat als alumnes sobre el canvi d’horari.,3.726119995117188,3.797445774078369
18,catallama/CataLlama-v0.1-Base,a_od,El jutge ha interrogat els testimonis del cas.,El jutge ha interrogat als testimonis del cas.,2.743694543838501,2.851926326751709
19,catallama/CataLlama-v0.1-Base,a_od,Han seleccionat els millors candidats per al lloc de feina.,Han seleccionat als millors candidats per al lloc de feina.,2.831657886505127,2.920385837554932
20,catallama/CataLlama-v0.1-Base,com_reg,Al restaurant fa molta olor de fregit.,Al restaurant fa molta olor a fregit.,3.160759210586548,3.277384042739868
21,catallama/CataLlama-v0.1-Base,com_reg,Tinc por de les aranyes.,Tinc por a les aranyes.,3.531625509262085,3.948068380355835
22,catallama/CataLlama-v0.1-Base,com_reg,El meu horari és diferent del teu.,El meu horari és diferent al teu.,2.934620141983032,2.9796457290649414
23,catallama/CataLlama-v0.1-Base,com_reg,La solució del problema és molt senzilla.,La solució al problema és molt senzilla.,2.530600547790528,2.4871199131011963
24,catallama/CataLlama-v0.1-Base,com_reg,La noia va aprofitar per treure profit de la situació i va guanyar molts diners.,La noia va aprofitar per treure profit a la situació i va guanyar molts diners.,2.1905341148376465,2.2736849784851074
25,catallama/CataLlama-v0.1-Base,com_reg,Va fer cas de les recomanacions del metge.,Va fer cas a les recomanacions del metge.,2.527639627456665,2.544557809829712
26,catallama/CataLlama-v0.1-Base,com_reg,Sento una forta pudor de cremat a la cuina.,Sento una forta pudor a cremat a la cuina.,2.737091302871704,2.9244067668914795
27,catallama/CataLlama-v0.1-Base,com_reg,L’article fa esment de diverses investigacions recents.,L’article fa esment a diverses investigacions recents.,3.7879674434661865,3.787297248840332
28,catallama/CataLlama-v0.1-Base,com_reg,Va mostrar un clar rebuig de la proposta.,Va mostrar un clar rebuig a la proposta.,3.447895050048828,3.241837739944458
29,catallama/CataLlama-v0.1-Base,com_reg,Hauries de fer un bon repàs de la matèria abans de l’examen.,Hauries de fer un bon repàs a la matèria abans de l’examen.,2.5684518814086914,2.6681127548217773
30,catallama/CataLlama-v0.1-Base,alt_prep,Tenim molt d'interès a complir els nostres compromisos.,Tenim molt d'interès en complir els nostres compromisos.,2.391932964324951,2.5082719326019287
31,catallama/CataLlama-v0.1-Base,alt_prep,La idea consisteix a analitzar els models.,La idea consisteix en analitzar els models.,3.553281784057617,3.552340269088745
32,catallama/CataLlama-v0.1-Base,alt_prep,La majoria d'estudiants es van mostrar d'acord a fer una pausa.,La majoria d'estudiants es van mostrar d'acord en fer una pausa.,2.6970348358154297,2.7322704792022705
33,catallama/CataLlama-v0.1-Base,alt_prep,La van amenaçar de despatxar-la.,La van amenaçar amb despatxar-la.,3.18852972984314,3.05702805519104
34,catallama/CataLlama-v0.1-Base,alt_prep,Insisteixen a tornar cap a casa.,Insisteixen en tornar cap a casa.,3.292490243911743,3.362788915634156
35,catallama/CataLlama-v0.1-Base,alt_prep,Va mostrar interès a aprendre nous mètodes per fer aquests exercicis.,Va mostrar interès en aprendre nous mètodes per fer aquests exercicis.,2.9398560523986816,2.8945322036743164
36,catallama/CataLlama-v0.1-Base,alt_prep,L'exercici es basa a explicar les circumstàncies del conflicte.,L'exercici es basa en explicar les circumstàncies del conflicte.,2.541548728942871,2.473748683929444
37,catallama/CataLlama-v0.1-Base,alt_prep,Ens complaem a acceptar la vostra col·laboració.,Ens complaem en acceptar la vostra col·laboració.,3.052052974700928,3.030258178710937
38,catallama/CataLlama-v0.1-Base,alt_prep,"Engrescat a fundar la coral, tot el temps que hi dedica li sembla poc.","Engrescat en fundar la coral, tot el temps que hi dedica li sembla poc.",3.5072381496429443,3.5130703449249268
39,catallama/CataLlama-v0.1-Base,alt_prep,"Estava tan capficat a completar la jugada, que no es va adonar que el temps s'havia acabat. ","Estava tan capficat en completar la jugada, que no es va adonar que el temps s'havia acabat. ",2.2257721424102783,2.2544071674346924
40,catallama/CataLlama-v0.1-Base,motiu_de,"Amb motiu de la seva jubilació, li van organitzar una festa sorpresa.","En motiu de la seva jubilació, li van organitzar una festa sorpresa.",1.8502498865127563,1.831517100334168
41,catallama/CataLlama-v0.1-Base,motiu_de,La botiga va tancar amb motiu de les obres al carrer.,La botiga va tancar en motiu de les obres al carrer.,2.17002534866333,2.4849116802215576
42,catallama/CataLlama-v0.1-Base,motiu_de,Es va organitzar un concert benèfic amb motiu de la recaptació de fons.,Es va organitzar un concert benèfic en motiu de la recaptació de fons.,1.8966169357299805,1.9937337636947632
43,catallama/CataLlama-v0.1-Base,motiu_de,"Amb motiu del Dia del Llibre, les llibreries fan descomptes.","En motiu del Dia del Llibre, les llibreries fan descomptes.",1.85696280002594,1.945470929145813
44,catallama/CataLlama-v0.1-Base,motiu_de,Van cancel·lar el vol amb motiu del mal temps.,Van cancel·lar el vol en motiu del mal temps.,3.5080442428588867,3.565119743347168
45,catallama/CataLlama-v0.1-Base,motiu_de,L'ajuntament va emetre un comunicat amb motiu de la nova normativa.,L'ajuntament va emetre un comunicat en motiu de la nova normativa.,2.318671703338623,2.4179937839508057
46,catallama/CataLlama-v0.1-Base,motiu_de,Es va tallar el trànsit amb motiu de la manifestació.,Es va tallar el trànsit en motiu de la manifestació.,2.24515962600708,2.337300062179565
47,catallama/CataLlama-v0.1-Base,motiu_de,La reunió es va ajornar amb motiu de l'absència del director.,La reunió es va ajornar en motiu de l'absència del director.,2.269015073776245,2.248528480529785
48,catallama/CataLlama-v0.1-Base,motiu_de,"Amb motiu de la celebració, el museu ofereix entrada gratuïta.","En motiu de la celebració, el museu ofereix entrada gratuïta.",2.235663890838623,2.039119243621826
49,catallama/CataLlama-v0.1-Base,motiu_de,L'empresa va fer una donació amb motiu de la campanya solidària.,L'empresa va fer una donació en motiu de la campanya solidària.,2.0878689289093018,2.338235378265381
50,catallama/CataLlama-v0.1-Base,confiar,Pots confiar en mi per guardar el secret.,Pots confiar amb mi per guardar el secret.,3.2822654247283936,3.538891077041626
51,catallama/CataLlama-v0.1-Base,confiar,"No confio en les seves promeses, sempre les incompleix.","No confio amb les seves promeses, sempre les incompleix.",2.569753646850586,2.656290054321289
52,catallama/CataLlama-v0.1-Base,confiar,Cal confiar en el criteri dels experts.,Cal confiar amb el criteri dels experts.,3.1304168701171875,3.481268405914306
53,catallama/CataLlama-v0.1-Base,confiar,He après a no confiar en qualsevol que sembli amable.,He après a no confiar amb qualsevol que sembli amable.,3.269857168197632,3.437998056411743
54,catallama/CataLlama-v0.1-Base,confiar,"Perquè la relació funcioni, heu de confiar l'un en l'altre.","Perquè la relació funcioni, heu de confiar l'un amb l'altre.",1.9973715543746948,2.13287615776062
55,catallama/CataLlama-v0.1-Base,confiar,Confiem en que tot sortirà bé al final.,Confiem amb que tot sortirà bé al final.,2.7939112186431885,3.261483907699585
56,catallama/CataLlama-v0.1-Base,confiar,És difícil confiar en algú que t'ha mentit abans.,És difícil confiar amb algú que t'ha mentit abans.,2.2460079193115234,2.3716604709625244
57,catallama/CataLlama-v0.1-Base,confiar,Els ciutadans confien en la justícia del seu país.,Els ciutadans confien amb la justícia del seu país.,2.129775285720825,2.343050003051758
58,catallama/CataLlama-v0.1-Base,confiar,Confio plenament en les teves capacitats per liderar el projecte.,Confio plenament amb les teves capacitats per liderar el projecte.,2.337139368057251,2.591427564620972
59,catallama/CataLlama-v0.1-Base,confiar,La directora confia en tot el seu equip per assolir els objectius.,La directora confia amb tot el seu equip per assolir els objectius.,2.710310935974121,2.7576849460601807
60,catallama/CataLlama-v0.1-Base,anar,Vés amb compte quan creuis el carrer.,Vés en compte quan creuis el carrer.,3.168853998184204,3.8944380283355713
61,catallama/CataLlama-v0.1-Base,anar,"Aneu amb compte amb el terra, que rellisca.","Aneu en compte amb el terra, que rellisca.",2.7209768295288086,2.848328828811645
62,catallama/CataLlama-v0.1-Base,anar,Cal anar amb compte a l'hora de signar contractes.,Cal anar en compte a l'hora de signar contractes.,2.3725898265838623,2.587011814117432
63,catallama/CataLlama-v0.1-Base,anar,Sempre vaig amb compte amb el que dic en públic.,Sempre vaig en compte amb el que dic en públic.,2.7413575649261475,2.9949638843536377
64,catallama/CataLlama-v0.1-Base,anar,Van anar amb molt de compte per no fer soroll.,Van anar en molt de compte per no fer soroll.,3.235352039337158,3.813239574432373
65,catallama/CataLlama-v0.1-Base,anar,"Si no vas amb compte, et pots fer mal.","Si no vas en compte, et pots fer mal.",2.653520107269287,3.2687699794769287
66,catallama/CataLlama-v0.1-Base,anar,"Anem amb compte, que no sabem què ens trobarem.","Anem en compte, que no sabem què ens trobarem.",2.513781309127808,2.7649879455566406
67,catallama/CataLlama-v0.1-Base,anar,El metge li va dir que anés amb compte amb els greixos.,El metge li va dir que anés en compte amb els greixos.,2.4570887088775635,2.697075843811035
68,catallama/CataLlama-v0.1-Base,anar,"És una situació delicada, hem d'anar amb compte.","És una situació delicada, hem d'anar en compte.",2.4140470027923584,2.616513252258301
69,catallama/CataLlama-v0.1-Base,anar,Aneu amb compte amb les estafes per internet.,Aneu en compte amb les estafes per internet.,2.5188395977020264,2.66577410697937
70,catallama/CataLlama-v0.1-Base,propens,És molt propens a agafar refredats a l'hivern.,És molt propens de agafar refredats a l'hivern.,2.1903464794158936,2.7813267707824707
71,catallama/CataLlama-v0.1-Base,propens,Aquesta planta és propensa a les plagues si no la cuides bé.,Aquesta planta és propensa de les plagues si no la cuides bé.,2.701483726501465,3.20255184173584
72,catallama/CataLlama-v0.1-Base,propens,Els adolescents són més propensos a prendre riscos innecessaris.,Els adolescents són més propensos de prendre riscos innecessaris.,2.073831558227539,2.400242567062378
73,catallama/CataLlama-v0.1-Base,propens,Les persones amb pells clares són propenses a les cremades solars.,Les persones amb pells clares són propenses de les cremades solars.,2.5238726139068604,2.960198879241944
74,catallama/CataLlama-v0.1-Base,propens,El meu oncle és propens a explicar sempre les mateixes anècdotes.,El meu oncle és propens de explicar sempre les mateixes anècdotes.,2.544140577316284,3.139883518218994
75,catallama/CataLlama-v0.1-Base,propens,Aquesta zona és propensa a les inundacions quan plou fort.,Aquesta zona és propensa de les inundacions quan plou fort.,2.468268871307373,3.019331932067871
76,catallama/CataLlama-v0.1-Base,propens,Som propensos a oblidar les claus a casa.,Som propensos de oblidar les claus a casa.,3.1550133228302,4.102403163909912
77,catallama/CataLlama-v0.1-Base,propens,No sóc gens propens a enfadar-me per tonteries.,No sóc gens propens de enfadar-me per tonteries.,3.331145763397217,4.132683753967285
78,catallama/CataLlama-v0.1-Base,propens,Les economies inestables són propenses a patir crisis financeres.,Les economies inestables són propenses de patir crisis financeres.,2.71093487739563,3.1248698234558105
79,catallama/CataLlama-v0.1-Base,propens,Aquest material és propens a l'oxidació si s'exposa a la humitat.,Aquest material és propens de l'oxidació si s'exposa a la humitat.,2.115674018859864,2.6790807247161865
0,catallama/CataLlama-v0.2-Base,caiguda_prep,Em refereixo al que va cantar.,Em refereixo a que va cantar.,4.464852809906006,4.915328979492188
1,catallama/CataLlama-v0.2-Base,caiguda_prep,Parlo del que va sortir l’altre dia al diari,Parlo de que va sortir l’altre dia al diari,2.9436557292938232,3.130313873291016
2,catallama/CataLlama-v0.2-Base,caiguda_prep,Depèn del que decideixin els experts.,Depèn de que decideixin els experts.,4.236189842224121,4.807039260864258
3,catallama/CataLlama-v0.2-Base,caiguda_prep,No es recorda del que li vaig explicar.,No es recorda de que li vaig explicar.,3.615029573440552,3.9430980682373047
4,catallama/CataLlama-v0.2-Base,caiguda_prep,No m’havia adonat del que estava equivocat.,No m’havia adonat de que estava equivocat.,3.934356451034546,3.5141587257385254
5,catallama/CataLlama-v0.2-Base,caiguda_prep,Em refereixo al que va fer una nova pel·lícula.,Em refereixo a que va fer una nova pel·lícula.,3.7024781703948975,3.653989553451538
6,catallama/CataLlama-v0.2-Base,caiguda_prep,Parlo del que moure la caixa de lloc. ,Parlo de que moure la caixa de lloc. ,4.804818153381348,4.461991310119629
7,catallama/CataLlama-v0.2-Base,caiguda_prep,Depèn del que vulgin fer.,Depèn de que vulgin fer.,4.503549575805664,5.269566535949707
8,catallama/CataLlama-v0.2-Base,caiguda_prep,No es recorda del que va veure aquell dia.,No es recorda de que va veure aquell dia.,3.4023220539093018,3.721934318542481
9,catallama/CataLlama-v0.2-Base,caiguda_prep,No m'havia adonat del que estava mal col·locat.,No m'havia adonat de que estava mal col·locat.,3.3605706691741943,3.015780448913574
10,catallama/CataLlama-v0.2-Base,a_od,Això afecta el trànsit aeri.,Això afecta al trànsit aeri.,3.259514808654785,3.345325231552124
11,catallama/CataLlama-v0.2-Base,a_od,He vist el cotxe nou.,He vist al cotxe nou.,4.4315619468688965,4.810494422912598
12,catallama/CataLlama-v0.2-Base,a_od,L’entrenador felicitarà els jugadors després del partit.,L’entrenador felicitarà als jugadors després del partit.,2.240301609039306,2.3265864849090576
13,catallama/CataLlama-v0.2-Base,a_od,L’empresa vol formar els seus treballadors.,L’empresa vol formar als seus treballadors.,3.870617151260376,4.016083240509033
14,catallama/CataLlama-v0.2-Base,a_od,Estic esperant el professor per resoldre un dubte.,Estic esperant al professor per resoldre un dubte.,3.1470797061920166,3.1853466033935547
15,catallama/CataLlama-v0.2-Base,a_od,Han acomiadat el empleats més antics de l’empresa.,Han acomiadat al empleats més antics de l’empresa.,3.8279504776000977,3.7592556476593018
16,catallama/CataLlama-v0.2-Base,a_od,Sempre ajuda els seus companys quan ho necessiten.,Sempre ajuda als seus companys quan ho necessiten.,3.4753453731536865,3.5812323093414307
17,catallama/CataLlama-v0.2-Base,a_od,El professor ha avisat els alumnes sobre el canvi d’horari.,El professor ha avisat als alumnes sobre el canvi d’horari.,3.442724227905273,3.511042356491089
18,catallama/CataLlama-v0.2-Base,a_od,El jutge ha interrogat els testimonis del cas.,El jutge ha interrogat als testimonis del cas.,2.9642066955566406,3.063310146331787
19,catallama/CataLlama-v0.2-Base,a_od,Han seleccionat els millors candidats per al lloc de feina.,Han seleccionat als millors candidats per al lloc de feina.,3.266439914703369,3.389942407608032
20,catallama/CataLlama-v0.2-Base,com_reg,Al restaurant fa molta olor de fregit.,Al restaurant fa molta olor a fregit.,3.5365352630615234,3.6326847076416016
21,catallama/CataLlama-v0.2-Base,com_reg,Tinc por de les aranyes.,Tinc por a les aranyes.,3.611332416534424,3.771398782730103
22,catallama/CataLlama-v0.2-Base,com_reg,El meu horari és diferent del teu.,El meu horari és diferent al teu.,3.3145155906677246,3.366934299468994
23,catallama/CataLlama-v0.2-Base,com_reg,La solució del problema és molt senzilla.,La solució al problema és molt senzilla.,2.7700119018554688,2.685225486755371
24,catallama/CataLlama-v0.2-Base,com_reg,La noia va aprofitar per treure profit de la situació i va guanyar molts diners.,La noia va aprofitar per treure profit a la situació i va guanyar molts diners.,2.264415979385376,2.3936095237731934
25,catallama/CataLlama-v0.2-Base,com_reg,Va fer cas de les recomanacions del metge.,Va fer cas a les recomanacions del metge.,3.006438732147217,2.993114233016968
26,catallama/CataLlama-v0.2-Base,com_reg,Sento una forta pudor de cremat a la cuina.,Sento una forta pudor a cremat a la cuina.,3.5556981563568115,3.93588924407959
27,catallama/CataLlama-v0.2-Base,com_reg,L’article fa esment de diverses investigacions recents.,L’article fa esment a diverses investigacions recents.,3.084599733352661,3.0785391330718994
28,catallama/CataLlama-v0.2-Base,com_reg,Va mostrar un clar rebuig de la proposta.,Va mostrar un clar rebuig a la proposta.,3.801210403442383,3.6216251850128174
29,catallama/CataLlama-v0.2-Base,com_reg,Hauries de fer un bon repàs de la matèria abans de l’examen.,Hauries de fer un bon repàs a la matèria abans de l’examen.,2.330127716064453,2.4102976322174072
30,catallama/CataLlama-v0.2-Base,alt_prep,Tenim molt d'interès a complir els nostres compromisos.,Tenim molt d'interès en complir els nostres compromisos.,2.7322559356689453,2.7185277938842773
31,catallama/CataLlama-v0.2-Base,alt_prep,La idea consisteix a analitzar els models.,La idea consisteix en analitzar els models.,3.845820665359497,3.843700408935547
32,catallama/CataLlama-v0.2-Base,alt_prep,La majoria d'estudiants es van mostrar d'acord a fer una pausa.,La majoria d'estudiants es van mostrar d'acord en fer una pausa.,2.913782119750977,2.9254841804504395
33,catallama/CataLlama-v0.2-Base,alt_prep,La van amenaçar de despatxar-la.,La van amenaçar amb despatxar-la.,3.610121726989746,3.563343048095703
34,catallama/CataLlama-v0.2-Base,alt_prep,Insisteixen a tornar cap a casa.,Insisteixen en tornar cap a casa.,3.8239357471466064,3.800047397613525
35,catallama/CataLlama-v0.2-Base,alt_prep,Va mostrar interès a aprendre nous mètodes per fer aquests exercicis.,Va mostrar interès en aprendre nous mètodes per fer aquests exercicis.,3.285147428512573,3.1998279094696045
36,catallama/CataLlama-v0.2-Base,alt_prep,L'exercici es basa a explicar les circumstàncies del conflicte.,L'exercici es basa en explicar les circumstàncies del conflicte.,2.930000066757202,2.786151647567749
37,catallama/CataLlama-v0.2-Base,alt_prep,Ens complaem a acceptar la vostra col·laboració.,Ens complaem en acceptar la vostra col·laboració.,3.55676007270813,3.393439769744873
38,catallama/CataLlama-v0.2-Base,alt_prep,"Engrescat a fundar la coral, tot el temps que hi dedica li sembla poc.","Engrescat en fundar la coral, tot el temps que hi dedica li sembla poc.",3.919787168502808,4.041201114654541
39,catallama/CataLlama-v0.2-Base,alt_prep,"Estava tan capficat a completar la jugada, que no es va adonar que el temps s'havia acabat. ","Estava tan capficat en completar la jugada, que no es va adonar que el temps s'havia acabat. ",2.5221610069274902,2.5065085887908936
40,catallama/CataLlama-v0.2-Base,motiu_de,"Amb motiu de la seva jubilació, li van organitzar una festa sorpresa.","En motiu de la seva jubilació, li van organitzar una festa sorpresa.",2.0453908443450928,2.002481937408448
41,catallama/CataLlama-v0.2-Base,motiu_de,La botiga va tancar amb motiu de les obres al carrer.,La botiga va tancar en motiu de les obres al carrer.,2.442763328552246,2.766543388366699
42,catallama/CataLlama-v0.2-Base,motiu_de,Es va organitzar un concert benèfic amb motiu de la recaptació de fons.,Es va organitzar un concert benèfic en motiu de la recaptació de fons.,2.054154872894287,2.159151077270508
43,catallama/CataLlama-v0.2-Base,motiu_de,"Amb motiu del Dia del Llibre, les llibreries fan descomptes.","En motiu del Dia del Llibre, les llibreries fan descomptes.",2.130509376525879,2.138805866241455
44,catallama/CataLlama-v0.2-Base,motiu_de,Van cancel·lar el vol amb motiu del mal temps.,Van cancel·lar el vol en motiu del mal temps.,4.088127136230469,4.084659099578857
45,catallama/CataLlama-v0.2-Base,motiu_de,L'ajuntament va emetre un comunicat amb motiu de la nova normativa.,L'ajuntament va emetre un comunicat en motiu de la nova normativa.,2.491687297821045,2.5622386932373047
46,catallama/CataLlama-v0.2-Base,motiu_de,Es va tallar el trànsit amb motiu de la manifestació.,Es va tallar el trànsit en motiu de la manifestació.,2.340020179748535,2.439539670944214
47,catallama/CataLlama-v0.2-Base,motiu_de,La reunió es va ajornar amb motiu de l'absència del director.,La reunió es va ajornar en motiu de l'absència del director.,2.5350465774536133,2.4973464012146
48,catallama/CataLlama-v0.2-Base,motiu_de,"Amb motiu de la celebració, el museu ofereix entrada gratuïta.","En motiu de la celebració, el museu ofereix entrada gratuïta.",2.3988518714904785,2.410034656524658
49,catallama/CataLlama-v0.2-Base,motiu_de,L'empresa va fer una donació amb motiu de la campanya solidària.,L'empresa va fer una donació en motiu de la campanya solidària.,2.231980562210083,2.4651198387146
50,catallama/CataLlama-v0.2-Base,confiar,Pots confiar en mi per guardar el secret.,Pots confiar amb mi per guardar el secret.,3.580315589904785,4.212753772735596
51,catallama/CataLlama-v0.2-Base,confiar,"No confio en les seves promeses, sempre les incompleix.","No confio amb les seves promeses, sempre les incompleix.",2.9991455078125,3.2049622535705566
52,catallama/CataLlama-v0.2-Base,confiar,Cal confiar en el criteri dels experts.,Cal confiar amb el criteri dels experts.,3.9691689014434814,4.400474548339844
53,catallama/CataLlama-v0.2-Base,confiar,He après a no confiar en qualsevol que sembli amable.,He après a no confiar amb qualsevol que sembli amable.,3.4912269115448,3.696026563644409
54,catallama/CataLlama-v0.2-Base,confiar,"Perquè la relació funcioni, heu de confiar l'un en l'altre.","Perquè la relació funcioni, heu de confiar l'un amb l'altre.",2.0892810821533203,2.330204725265503
55,catallama/CataLlama-v0.2-Base,confiar,Confiem en que tot sortirà bé al final.,Confiem amb que tot sortirà bé al final.,2.869929313659668,3.549049139022827
56,catallama/CataLlama-v0.2-Base,confiar,És difícil confiar en algú que t'ha mentit abans.,És difícil confiar amb algú que t'ha mentit abans.,2.424562692642212,2.625880002975464
57,catallama/CataLlama-v0.2-Base,confiar,Els ciutadans confien en la justícia del seu país.,Els ciutadans confien amb la justícia del seu país.,2.1863818168640137,2.644270420074463
58,catallama/CataLlama-v0.2-Base,confiar,Confio plenament en les teves capacitats per liderar el projecte.,Confio plenament amb les teves capacitats per liderar el projecte.,2.5385966300964355,2.7559614181518555
59,catallama/CataLlama-v0.2-Base,confiar,La directora confia en tot el seu equip per assolir els objectius.,La directora confia amb tot el seu equip per assolir els objectius.,2.948297500610352,3.095700025558472
60,catallama/CataLlama-v0.2-Base,anar,Vés amb compte quan creuis el carrer.,Vés en compte quan creuis el carrer.,3.750330924987793,4.7441020011901855
61,catallama/CataLlama-v0.2-Base,anar,"Aneu amb compte amb el terra, que rellisca.","Aneu en compte amb el terra, que rellisca.",3.8030810356140137,3.778324842453003
62,catallama/CataLlama-v0.2-Base,anar,Cal anar amb compte a l'hora de signar contractes.,Cal anar en compte a l'hora de signar contractes.,2.6538243293762207,3.0028631687164307
63,catallama/CataLlama-v0.2-Base,anar,Sempre vaig amb compte amb el que dic en públic.,Sempre vaig en compte amb el que dic en públic.,3.0361075401306152,3.1287474632263184
64,catallama/CataLlama-v0.2-Base,anar,Van anar amb molt de compte per no fer soroll.,Van anar en molt de compte per no fer soroll.,3.635620594024658,4.231555461883545
65,catallama/CataLlama-v0.2-Base,anar,"Si no vas amb compte, et pots fer mal.","Si no vas en compte, et pots fer mal.",3.3718247413635254,4.109232902526856
66,catallama/CataLlama-v0.2-Base,anar,"Anem amb compte, que no sabem què ens trobarem.","Anem en compte, que no sabem què ens trobarem.",3.424380302429199,3.5706074237823486
67,catallama/CataLlama-v0.2-Base,anar,El metge li va dir que anés amb compte amb els greixos.,El metge li va dir que anés en compte amb els greixos.,2.8343801498413086,3.1610922813415527
68,catallama/CataLlama-v0.2-Base,anar,"És una situació delicada, hem d'anar amb compte.","És una situació delicada, hem d'anar en compte.",2.8845388889312744,3.2099173069000244
69,catallama/CataLlama-v0.2-Base,anar,Aneu amb compte amb les estafes per internet.,Aneu en compte amb les estafes per internet.,3.619166851043701,3.6563897132873535
70,catallama/CataLlama-v0.2-Base,propens,És molt propens a agafar refredats a l'hivern.,És molt propens de agafar refredats a l'hivern.,2.392796754837036,2.990215301513672
71,catallama/CataLlama-v0.2-Base,propens,Aquesta planta és propensa a les plagues si no la cuides bé.,Aquesta planta és propensa de les plagues si no la cuides bé.,2.9524497985839844,3.51775336265564
72,catallama/CataLlama-v0.2-Base,propens,Els adolescents són més propensos a prendre riscos innecessaris.,Els adolescents són més propensos de prendre riscos innecessaris.,2.1753644943237305,2.544894456863404
73,catallama/CataLlama-v0.2-Base,propens,Les persones amb pells clares són propenses a les cremades solars.,Les persones amb pells clares són propenses de les cremades solars.,2.5184006690979004,3.0484206676483154
74,catallama/CataLlama-v0.2-Base,propens,El meu oncle és propens a explicar sempre les mateixes anècdotes.,El meu oncle és propens de explicar sempre les mateixes anècdotes.,2.6807546615600586,3.2304961681365967
75,catallama/CataLlama-v0.2-Base,propens,Aquesta zona és propensa a les inundacions quan plou fort.,Aquesta zona és propensa de les inundacions quan plou fort.,2.513676166534424,3.17101526260376
76,catallama/CataLlama-v0.2-Base,propens,Som propensos a oblidar les claus a casa.,Som propensos de oblidar les claus a casa.,3.100126028060913,3.958217144012451
77,catallama/CataLlama-v0.2-Base,propens,No sóc gens propens a enfadar-me per tonteries.,No sóc gens propens de enfadar-me per tonteries.,3.606713533401489,4.488383293151856
78,catallama/CataLlama-v0.2-Base,propens,Les economies inestables són propenses a patir crisis financeres.,Les economies inestables són propenses de patir crisis financeres.,2.8328397274017334,3.2960963249206543
79,catallama/CataLlama-v0.2-Base,propens,Aquest material és propens a l'oxidació si s'exposa a la humitat.,Aquest material és propens de l'oxidació si s'exposa a la humitat.,2.2978954315185547,3.000840187072754
0,gplsi/Aitana-6.3B,caiguda_prep,Em refereixo al que va cantar.,Em refereixo a que va cantar.,4.689954280853272,5.411488056182861
1,gplsi/Aitana-6.3B,caiguda_prep,Parlo del que va sortir l’altre dia al diari,Parlo de que va sortir l’altre dia al diari,3.936821699142456,4.209390640258789
2,gplsi/Aitana-6.3B,caiguda_prep,Depèn del que decideixin els experts.,Depèn de que decideixin els experts.,3.690114736557007,4.12034797668457
3,gplsi/Aitana-6.3B,caiguda_prep,No es recorda del que li vaig explicar.,No es recorda de que li vaig explicar.,3.632468223571777,4.499839782714844
4,gplsi/Aitana-6.3B,caiguda_prep,No m’havia adonat del que estava equivocat.,No m’havia adonat de que estava equivocat.,4.634313583374023,4.450082778930664
5,gplsi/Aitana-6.3B,caiguda_prep,Em refereixo al que va fer una nova pel·lícula.,Em refereixo a que va fer una nova pel·lícula.,3.3923826217651367,3.699130296707153
6,gplsi/Aitana-6.3B,caiguda_prep,Parlo del que moure la caixa de lloc. ,Parlo de que moure la caixa de lloc. ,6.323529243469238,6.267850399017334
7,gplsi/Aitana-6.3B,caiguda_prep,Depèn del que vulgin fer.,Depèn de que vulgin fer.,4.31013822555542,4.737863063812256
8,gplsi/Aitana-6.3B,caiguda_prep,No es recorda del que va veure aquell dia.,No es recorda de que va veure aquell dia.,3.480429410934448,4.342119693756104
9,gplsi/Aitana-6.3B,caiguda_prep,No m'havia adonat del que estava mal col·locat.,No m'havia adonat de que estava mal col·locat.,3.1160576343536377,2.7039718627929688
10,gplsi/Aitana-6.3B,a_od,Això afecta el trànsit aeri.,Això afecta al trànsit aeri.,4.576376438140869,5.166626930236816
11,gplsi/Aitana-6.3B,a_od,He vist el cotxe nou.,He vist al cotxe nou.,4.429296970367432,5.689987659454346
12,gplsi/Aitana-6.3B,a_od,L’entrenador felicitarà els jugadors després del partit.,L’entrenador felicitarà als jugadors després del partit.,5.23211669921875,5.385546684265137
13,gplsi/Aitana-6.3B,a_od,L’empresa vol formar els seus treballadors.,L’empresa vol formar als seus treballadors.,6.435113430023193,6.497176647186279
14,gplsi/Aitana-6.3B,a_od,Estic esperant el professor per resoldre un dubte.,Estic esperant al professor per resoldre un dubte.,4.014948844909668,4.1061553955078125
15,gplsi/Aitana-6.3B,a_od,Han acomiadat el empleats més antics de l’empresa.,Han acomiadat al empleats més antics de l’empresa.,3.81095814704895,3.8179771900177
